Points,K,MultEps,MinPts,Nodes,S1-Parsing,S2-Kd-tree,S3-Up max angles,S3.5-AllGather angles,S4-EPS&other,S5-DBSCAN,S6-Border-tree,S7-Core points,S7.5-AlltoAll,S8-File print/Total Time,NumberClusters,CPUinfo
212250,5,1.30,7,1,0.0813,0.4029,23.8884,23.8911,23.8963,263.9699,264.0221,286.7928,286.7963,287.2520,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0525,0.3772,23.8551,23.8585,23.8638,269.3148,269.3670,292.6732,292.6767,293.1022,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0108,0.3388,47.2820,47.2881,47.2935,292.9359,292.9881,315.8308,315.8341,316.1491,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0128,0.3386,47.2977,47.3034,47.3090,293.2354,293.2879,316.3221,316.3255,316.6336,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0153,0.3453,47.6674,47.6734,47.6789,298.3426,298.3953,320.1841,320.1875,320.6954,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0425,0.3697,47.7429,47.7560,47.7613,293.2484,293.3006,316.5603,316.5640,317.1629,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0130,0.3400,93.0742,93.0845,93.0901,341.6423,341.6949,362.9182,362.9218,363.2075,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0124,0.3398,94.1714,94.1820,94.1878,344.3890,344.4421,365.7925,365.7959,366.1320,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0116,0.3366,94.1766,94.1854,94.1908,343.6740,343.7261,365.5703,365.5737,366.2081,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0152,0.3406,94.7111,94.7195,94.7251,345.5337,345.5862,367.7206,367.7241,368.2065,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0276,0.3541,94.5891,94.6008,94.6064,344.7411,344.7937,366.6251,366.6283,367.1243,35,Intel(R) Xeon(R) Gold 6418H
212250,5,1.30,7,1,0.0210,0.3503,94.6360,94.6496,94.6552,345.3138,345.3663,367.0526,367.0562,367.6078,35,Intel(R) Xeon(R) Gold 6418H
